Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Overall_Travel_Time_Avg(s),Overall_Fuel_Used(gallon),Overall_Electricity_Used(kWh),Overall_Fuel_Cost($),Overall_Electricity_Cost($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV,Overall_Fuel_Used(gallon)_After1hour,Overall_Electricity_Used(kWh)_After1hour,Overall_Fuel_Cost($)_After1hour,Overall_Electricity_Cost($)_After1hour,Total_Number_of_Vehicles_After1hour,Travel_Time_ICE_Avg(s)_After1hour,Travel_Time_ICE_NONCAV_Avg(s)_After1hour,Travel_Time_BEV_Avg(s)_After1hour,Travel_Time_BEV_NONCAV_Avg(s)_After1hour,Travel_Time_PHEV_Avg(s)_After1hour,Travel_Time_PHEV_NONCAV_Avg(s)_After1hour,Travel_Time_HFCV_Avg(s)_After1hour,Travel_Time_HFCV_NONCAV_Avg(s)_After1hour,Fuel_Used_ICE_Avg(gallon)_After1hour,Fuel_Used_ICE_NONCAV_Avg(gallon)_After1hour,Fuel_Used_BEV_Avg(gallon)_After1hour,Fuel_Used_BEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_PHEV_Avg(gallon)_After1hour,Fuel_Used_PHEV_NONCAV_Avg(gallon)_After1hour,Fuel_Used_HFCV_Avg(gallon)_After1hour,Fuel_Used_HFCV_NONCAV_Avg(gallon)_After1hour,Electricity_Used_ICE_Avg(kWh)_After1hour,Electricity_Used_ICE_NONCAV_Avg(kWh)_After1hour,Electricity_Used_BEV_Avg(kWh)_After1hour,Electricity_Used_BEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_PHEV_Avg(kWh)_After1hour,Electricity_Used_PHEV_NONCAV_Avg(kWh)_After1hour,Electricity_Used_HFCV_Avg(kWh)_After1hour,Electricity_Used_HFCV_NONCAV_Avg(kWh)_After1hour,Vehicle_Count_ICE_After1hour,Vehicle_Count_ICE_NONCAV_After1hour,Vehicle_Count_BEV_After1hour,Vehicle_Count_BEV_NONCAV_After1hour,Vehicle_Count_PHEV_After1hour,Vehicle_Count_PHEV_NONCAV_After1hour,Vehicle_Count_HFCV_After1hour,Vehicle_Count_HFCV_NONCAV_After1hour
100%ICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230727143018,100,2,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727143317,100,2,5,0,644.632,7110.97,0,24888.4,0,34364,643.8,644.676,0,0,0,0,0,0,0.199418,0.207327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1294.32,0,4530.11,0,7148,608.609,583.492,0,0,0,0,0,0,0.179236,0.181174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,6780,0,0,0,0,0,0
20230727143648,100,2,10,0,743.581,7514.37,0,26300.3,0,34270,761.498,741.622,0,0,0,0,0,0,0.215444,0.219688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3378,30892,0,0,0,0,0,0,1804.86,0,6317.01,0,7269,1104.09,1077.09,0,0,0,0,0,0,0.243815,0.248788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,6549,0,0,0,0,0,0
20230727144101,100,2,15,0,1020.97,8871.31,0,31049.6,0,34017,1171.61,994.051,0,0,0,0,0,0,0.275265,0.258203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158,28859,0,0,0,0,0,0,2986.08,0,10451.3,0,8676,2060.14,1732.69,0,0,0,0,0,0,0.372174,0.3384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1484,7192,0,0,0,0,0,0
20230727144423,100,2,20,0,718.683,7423.07,0,25980.7,0,34586,752.989,710.105,0,0,0,0,0,0,0.214798,0.214584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6918,27668,0,0,0,0,0,0,1775.88,0,6215.56,0,7493,1010.71,957.872,0,0,0,0,0,0,0.233708,0.237876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1566,5927,0,0,0,0,0,0
20230727144752,100,2,25,0,664.362,7252,0,25382,0,34619,693.822,654.378,0,0,0,0,0,0,0.207267,0.21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8763,25856,0,0,0,0,0,0,1373.95,0,4808.82,0,7381,670.645,605.562,0,0,0,0,0,0,0.183131,0.187241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1965,5416,0,0,0,0,0,0
20230727145145,100,2,30,0,880.873,8284.4,0,28995.4,0,34609,938.044,856.77,0,0,0,0,0,0,0.24212,0.238212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10264,24345,0,0,0,0,0,0,2448.37,0,8569.29,0,8304,1526.06,1352.39,0,0,0,0,0,0,0.303922,0.29089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518,5786,0,0,0,0,0,0
20230727145916,100,0,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727150240,100,0,5,0,827.223,8125.45,0,28439.1,0,34364,1056.89,815.108,0,0,0,0,0,0,0.321794,0.23195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,2166.31,0,7582.07,0,7279,1556.58,1394.49,0,0,0,0,0,0,0.396414,0.290682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,6802,0,0,0,0,0,0
20230727150537,100,0,10,0,654.596,7343.91,0,25703.7,0,34273,787.009,640.095,0,0,0,0,0,0,0.26605,0.208607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383,30890,0,0,0,0,0,0,1368.88,0,4791.08,0,7196,746.308,575.992,0,0,0,0,0,0,0.257319,0.181789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,6392,0,0,0,0,0,0
20230727151009,100,0,15,0,1305.97,10276.3,0,35966.9,0,33210,1379.17,1292.88,0,0,0,0,0,0,0.349657,0.302241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5037,28173,0,0,0,0,0,0,3914.83,0,13701.9,0,9785,2098.69,2200.48,0,0,0,0,0,0,0.419092,0.396252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642,8143,0,0,0,0,0,0
20230727151327,100,0,20,0,757.814,8179.18,0,28627.1,0,34587,909.67,719.839,0,0,0,0,0,0,0.293605,0.222196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6919,27668,0,0,0,0,0,0,1900.97,0,6653.4,0,8084,964.861,800.689,0,0,0,0,0,0,0.294394,0.216788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,6171,0,0,0,0,0,0
20230727151708,100,0,25,0,889.85,8857.52,0,31001.3,0,34604,1038.77,839.464,0,0,0,0,0,0,0.307655,0.238481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8748,25856,0,0,0,0,0,0,2435.96,0,8525.84,0,8200,1350.48,1295.76,0,0,0,0,0,0,0.342488,0.277181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2497,5703,0,0,0,0,0,0
20230727152113,100,0,30,0,1029,9615.45,0,33654.1,0,34409,1230.18,944.1,0,0,0,0,0,0,0.338042,0.254716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10212,24197,0,0,0,0,0,0,3065.52,0,10729.3,0,9624,1616.99,1367.3,0,0,0,0,0,0,0.377047,0.287681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322,6302,0,0,0,0,0,0
20230727152404,100,2,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727152700,100,2,5,0,650.952,7208.05,0,25228.2,0,34364,705.473,648.076,0,0,0,0,0,0,0.233193,0.20852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1340.16,0,4690.57,0,7218,631.702,598.064,0,0,0,0,0,0,0.206906,0.184371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,6802,0,0,0,0,0,0
20230727153004,100,2,10,0,708.41,7493.91,0,26228.7,0,34211,788.681,699.636,0,0,0,0,0,0,0.244953,0.216218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3371,30840,0,0,0,0,0,0,1627.26,0,5695.4,0,7109,995.744,890.915,0,0,0,0,0,0,0.245614,0.226927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,6358,0,0,0,0,0,0
20230727153305,100,2,15,0,688.017,7574.57,0,26511,0,34514,755.321,675.975,0,0,0,0,0,0,0.244547,0.214976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5238,29276,0,0,0,0,0,0,1479.59,0,5178.56,0,7513,714.256,642.145,0,0,0,0,0,0,0.221776,0.191457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,6155,0,0,0,0,0,0
20230727153607,100,2,20,0,690.846,7621.09,0,26673.8,0,34591,780.921,668.308,0,0,0,0,0,0,0.252769,0.212201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6923,27668,0,0,0,0,0,0,1629.24,0,5702.35,0,7840,770.44,663.847,0,0,0,0,0,0,0.243914,0.197153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,6053,0,0,0,0,0,0
20230727154038,100,2,25,0,1244.2,10213.1,0,35745.7,0,34331,1254.79,1240.61,0,0,0,0,0,0,0.313145,0.29219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8680,25651,0,0,0,0,0,0,3973.65,0,13907.8,0,9711,2116.91,2315.07,0,0,0,0,0,0,0.407458,0.409818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2581,7130,0,0,0,0,0,0
20230727154355,100,2,30,0,736.37,8002.96,0,28010.4,0,34674,839.226,693.036,0,0,0,0,0,0,0.262178,0.217589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10278,24396,0,0,0,0,0,0,1669.14,0,5841.98,0,8145,816.593,641.672,0,0,0,0,0,0,0.241026,0.186274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,5370,0,0,0,0,0,0
20230727154640,100,5,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727154942,100,5,5,0,655.222,7273,0,25455.5,0,34364,732.08,651.168,0,0,0,0,0,0,0.241879,0.210051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1343.59,0,4702.56,0,7149,699.589,609.26,0,0,0,0,0,0,0.224284,0.185667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,6728,0,0,0,0,0,0
20230727155256,100,5,10,0,723.618,7565.1,0,26477.8,0,34198,813.624,713.769,0,0,0,0,0,0,0.248594,0.218219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3373,30825,0,0,0,0,0,0,1649.32,0,5772.61,0,7254,1016.6,891.914,0,0,0,0,0,0,0.245683,0.225214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,6491,0,0,0,0,0,0
20230727155558,100,5,15,0,684.793,7544.18,0,26404.6,0,34523,757.181,671.82,0,0,0,0,0,0,0.245721,0.213652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5247,29276,0,0,0,0,0,0,1458.24,0,5103.83,0,7439,721.595,637.93,0,0,0,0,0,0,0.225916,0.189369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355,6084,0,0,0,0,0,0
20230727155857,100,5,20,0,680.886,7568.96,0,26491.4,0,34578,787.438,654.275,0,0,0,0,0,0,0.257042,0.209368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6910,27668,0,0,0,0,0,0,1580.59,0,5532.07,0,7677,779.172,629.559,0,0,0,0,0,0,0.252126,0.192011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772,5905,0,0,0,0,0,0
20230727160223,100,5,25,0,817.891,8235.54,0,28824.4,0,34562,869.32,800.481,0,0,0,0,0,0,0.259792,0.231002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8741,25821,0,0,0,0,0,0,2113.87,0,7398.54,0,7790,1162.64,1215.63,0,0,0,0,0,0,0.284941,0.265987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207,5583,0,0,0,0,0,0
20230727160538,100,5,30,0,729.115,7954.7,0,27841.5,0,34669,836.438,683.923,0,0,0,0,0,0,0.261587,0.215913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10273,24396,0,0,0,0,0,0,1672.44,0,5853.53,0,8239,800.122,620.256,0,0,0,0,0,0,0.239869,0.183664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,5406,0,0,0,0,0,0
20230727160829,100,10,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727161209,100,10,5,0,947.027,8619.69,0,30168.9,0,33904,1037.58,942.235,0,0,0,0,0,0,0.285465,0.252586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,32200,0,0,0,0,0,0,2614.77,0,9151.68,0,8961,1491.17,1360.67,0,0,0,0,0,0,0.33098,0.289557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,8477,0,0,0,0,0,0
20230727161500,100,10,10,0,644.152,7202.52,0,25208.8,0,34276,695.639,638.512,0,0,0,0,0,0,0.232956,0.207633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3384,30892,0,0,0,0,0,0,1279.88,0,4479.59,0,7093,595.413,566.476,0,0,0,0,0,0,0.197129,0.178502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,6354,0,0,0,0,0,0
20230727161806,100,10,15,0,690.189,7574.49,0,26510.7,0,34517,748.817,679.693,0,0,0,0,0,0,0.242753,0.215269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5241,29276,0,0,0,0,0,0,1500.34,0,5251.18,0,7572,695.164,665.778,0,0,0,0,0,0,0.214922,0.194489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1354,6218,0,0,0,0,0,0
20230727162154,100,10,20,0,934.879,8688.46,0,30409.6,0,33954,1037.04,909.323,0,0,0,0,0,0,0.288945,0.24762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6794,27160,0,0,0,0,0,0,2635.15,0,9223.04,0,8704,1442.26,1385.62,0,0,0,0,0,0,0.330278,0.294863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939,6765,0,0,0,0,0,0
20230727162503,100,10,25,0,703.798,7740.84,0,27092.9,0,34620,772.35,680.563,0,0,0,0,0,0,0.247293,0.215562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8764,25856,0,0,0,0,0,0,1579.18,0,5527.12,0,7886,755.144,644.052,0,0,0,0,0,0,0.227708,0.189398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,5652,0,0,0,0,0,0
20230727162814,100,10,30,0,705.209,7794.2,0,27279.7,0,34668,769.185,678.272,0,0,0,0,0,0,0.245163,0.21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10272,24396,0,0,0,0,0,0,1580.13,0,5530.45,0,7944,743.418,622.429,0,0,0,0,0,0,0.221873,0.187742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2599,5345,0,0,0,0,0,0
20230727163104,100,0,0,1,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727163413,100,0,5,1,658.045,7308.48,0,25579.7,0,34364,719.033,654.828,0,0,0,0,0,0,0.249415,0.21074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1347.96,0,4717.87,0,7171,694.646,616.435,0,0,0,0,0,0,0.237872,0.184995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,6767,0,0,0,0,0,0
20230727194700,100,0,0,0,617.851,7086.03,0,24801.1,0,34851,0,617.851,0,0,0,0,0,0,0,0.203324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34851,0,0,0,0,0,0,1300.09,0,4550.32,0,7071,0,565.592,0,0,0,0,0,0,0,0.183862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071,0,0,0,0,0,0
20230727195007,100,0,5,0,643.955,7167.36,0,25085.8,0,34364,675.547,642.288,0,0,0,0,0,0,0.224288,0.207743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,32642,0,0,0,0,0,0,1292.46,0,4523.6,0,6989,633.481,611.393,0,0,0,0,0,0,0.200401,0.184015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,6600,0,0,0,0,0,0
20230727195329,100,0,10,0,741.756,7688.53,0,26909.8,0,34272,758.773,739.889,0,0,0,0,0,0,0.237681,0.222874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3389,30883,0,0,0,0,0,0,1788.48,0,6259.69,0,7424,920.717,996.479,0,0,0,0,0,0,0.239868,0.241023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,6667,0,0,0,0,0,0
20230727195710,100,0,15,0,755.847,7853.85,0,27488.5,0,34522,789.163,749.877,0,0,0,0,0,0,0.241523,0.22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5246,29276,0,0,0,0,0,0,1753.69,0,6137.9,0,7576,938.489,957.159,0,0,0,0,0,0,0.235007,0.230745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,6271,0,0,0,0,0,0
