Time,Demand_Percentage(%),Prediction_Horizon(min),CAV_Penetration(%),Eco_Routing_with_Travel_Time(0/1),Overall_Travel_Time_Avg(s),Overall_Fuel_Used_Avg(gallon),Overall_Electricity_Used_Avg(kWh),Overall_Fuel_Cost_Avg($),Overall_Electricity_Cost_Avg($),Total_Number_of_Vehicles,Travel_Time_ICE_Avg(s),Travel_Time_ICE_NONCAV_Avg(s),Travel_Time_BEV_Avg(s),Travel_Time_BEV_NONCAV_Avg(s),Travel_Time_PHEV_Avg(s),Travel_Time_PHEV_NONCAV_Avg(s),Travel_Time_HFCV_Avg(s),Travel_Time_HFCV_NONCAV_Avg(s),Fuel_Used_ICE_Avg(gallon),Fuel_Used_ICE_NONCAV_Avg(gallon),Fuel_Used_BEV_Avg(gallon),Fuel_Used_BEV_NONCAV_Avg(gallon),Fuel_Used_PHEV_Avg(gallon),Fuel_Used_PHEV_NONCAV_Avg(gallon),Fuel_Used_HFCV_Avg(gallon),Fuel_Used_HFCV_NONCAV_Avg(gallon),Electricity_Used_ICE_Avg(kWh),Electricity_Used_ICE_NONCAV_Avg(kWh),Electricity_Used_BEV_Avg(kWh),Electricity_Used_BEV_NONCAV_Avg(kWh),Electricity_Used_PHEV_Avg(kWh),Electricity_Used_PHEV_NONCAV_Avg(kWh),Electricity_Used_HFCV_Avg(kWh),Electricity_Used_HFCV_NONCAV_Avg(kWh),Vehicle_Count_ICE,Vehicle_Count_ICE_NONCAV,Vehicle_Count_BEV,Vehicle_Count_BEV_NONCAV,Vehicle_Count_PHEV,Vehicle_Count_PHEV_NONCAV,Vehicle_Count_HFCV,Vehicle_Count_HFCV_NONCAV
2.02E+13,100,2,90,0,1787.22,0.153527,0.544854,0.537344,4438.65,32586,1731.57,1597.12,1886.34,1638.57,1860.78,1614.72,1550.75,1843.99,0.345332,0.326252,0,0,1.77E-06,4.18E-06,0,0,0,0,0.946804,1.04397,1.09441,1.25296,1.11536,1.14725,13119,1448,13253,1433,2093,246,897,97
2.02E+13,100,2,100,0,1732.92,0.148163,0.528676,0.51857,4238.93,32072,1667.91,0,1797.79,0,1788.55,0,1564.35,0,0.333769,0,0,0,2.34E-06,0,0,0,0,0,0.92166,0,1.08615,0,1.0784,0,14237,0,14644,0,2290,0,901,0
2.02E+13,100,5,0,0,1190.54,0.123887,0.664146,0.433605,5600.57,33731,0,1190.86,0,1191.03,0,1194.41,0,1167.85,0,0.274093,0,0,0,3.56E-06,0,0,0,0,0,1.18377,0,1.36785,0,1.2679,0,15246,0,15138,0,2389,0,958
2.02E+13,100,5,10,0,1201.4,0.122163,0.65759,0.42757,5547.1,33742,1158.18,1178.87,1379.92,1194.59,1502.39,1231.62,1241.49,1244.08,0.266204,0.271637,0,0,1.86E-06,3.19E-06,0,0,0,0,1.16785,1.16715,1.27338,1.36689,1.31049,1.26256,1564,13642,1559,13576,273,2117,99,912
2.02E+13,100,5,20,0,1233.24,0.123731,0.654062,0.433057,5493.46,33596,1304.34,1192.02,1437.28,1212.12,1443.51,1162.09,1163.04,1152.75,0.290486,0.272841,0,0,1.19E-06,3.25E-06,0,0,0,0,1.10086,1.17042,1.23073,1.36011,1.25843,1.23911,3099,11936,3133,11996,488,1916,215,813
2.02E+13,100,5,30,0,1194.07,0.120765,0.636557,0.422679,5349.78,33617,1229.17,1155.84,1362.02,1141.16,1360.14,1152.09,1211.5,1136.96,0.276224,0.26671,0,0,1.18E-06,2.73E-06,0,0,0,0,1.07951,1.14654,1.25423,1.30753,1.19767,1.24277,4672,10383,4598,10583,753,1608,285,735
2.02E+13,100,5,40,0,1237.17,0.121918,0.635921,0.426712,5360.02,33715,1244.77,1157.65,1424.4,1174.02,1296.47,1265.55,1153.05,1260.22,0.279765,0.265994,0,0,1.25E-06,2.59E-06,0,0,0,0,1.07855,1.15044,1.25167,1.3464,1.27368,1.24043,6223,8908,6115,8939,1005,1482,418,625
2.02E+13,100,5,50,0,1253.5,0.12222,0.628448,0.427769,5214.23,33188,1263.49,1183.89,1385.95,1145.97,1462.88,1200.58,1310.64,1295.11,0.281068,0.268815,0,0,1.16E-06,2.10E-06,0,0,0,0,1.07313,1.13772,1.23266,1.33331,1.12959,1.1971,7421,7330,7583,7483,1191,1175,474,531
2.02E+13,100,5,60,0,1330.83,0.128806,0.605732,0.450821,4988.96,32945,1350.01,1223.7,1450.34,1230.06,1418.85,1255.08,1145.01,1424.88,0.293745,0.274342,0,0,1.30E-06,2.29E-06,0,0,0,0,1.04585,1.11672,1.21502,1.29574,1.14775,1.20846,8978,5855,8906,5826,1444,913,630,393
2.02E+13,100,5,70,0,1361.09,0.12731,0.609756,0.445586,5063.26,33215,1333.17,1207.49,1495.13,1263.35,1419.08,1305.41,1256.2,1326.27,0.290598,0.270776,0,0,2.23E-06,3.07E-06,0,0,0,0,1.04274,1.15218,1.21934,1.32713,1.15156,1.17857,10554,4290,10544,4427,1685,683,724,308
2.02E+13,100,5,80,0,1412.05,0.131928,0.607937,0.461749,5043.3,33183,1398.65,1254.33,1493.39,1244.74,1557.42,1325.47,1336.5,1208.84,0.300147,0.278061,0,0,1.65E-06,3.48E-06,0,0,0,0,1.05632,1.12027,1.23253,1.26529,1.20037,1.16033,11871,2930,12033,2999,1928,417,816,189
2.02E+13,100,5,90,0,1500.17,0.136432,0.582077,0.477511,4811.3,33063,1445.97,1261.51,1609.99,1297.78,1556.66,1304.64,1316.16,1472.76,0.306692,0.278686,0,0,2.10E-06,4.38E-06,0,0,0,0,1.01783,1.10325,1.19491,1.28402,1.15453,1.15994,13365,1478,13407,1462,2099,248,906,98
2.02E+13,100,5,100,0,1573.75,0.140333,0.580176,0.491166,4717.12,32522,1506.01,0,1644.13,0,1641.91,0,1337.01,0,0.314666,0,0,0,2.63E-06,0,0,0,0,0,1.01377,0,1.21646,0,1.15642,0,14504,0,14776,0,2329,0,913,0
2.02E+13,100,10,0,0,1190.54,0.123887,0.664146,0.433605,5600.57,33731,0,1190.86,0,1191.03,0,1194.41,0,1167.85,0,0.274093,0,0,0,3.56E-06,0,0,0,0,0,1.18377,0,1.36785,0,1.2679,0,15246,0,15138,0,2389,0,958
2.02E+13,100,10,10,0,1204.75,0.122345,0.655272,0.428209,5501.5,33583,1161.79,1183.05,1437.18,1190.31,1478.88,1231.11,1387.88,1255.08,0.266193,0.272235,0,0,2.46E-06,3.47E-06,0,0,0,0,1.13738,1.16595,1.33182,1.35852,1.22588,1.24819,1553,13574,1556,13511,274,2105,99,911
2.02E+13,100,10,20,0,1238.97,0.123954,0.656753,0.433837,5519.52,33617,1312.45,1196.21,1463.73,1211.37,1451.27,1162.28,1237.81,1182.54,0.290979,0.273351,0,0,2.18E-06,2.93E-06,0,0,0,0,1.11334,1.17494,1.28245,1.35395,1.23371,1.2232,3100,11944,3133,11998,488,1924,216,814
2.02E+13,100,10,30,0,1196.54,0.121627,0.641872,0.425694,5390.44,33592,1246.38,1166.18,1347.91,1135.35,1402.36,1137.44,1215.63,1150.33,0.278696,0.268322,0,0,1.50E-06,2.93E-06,0,0,0,0,1.09548,1.15055,1.28831,1.31802,1.21424,1.27017,4676,10370,4607,10571,750,1603,283,732
2.02E+13,100,10,40,0,1234.48,0.122169,0.631007,0.42759,5277.9,33457,1263.57,1161.65,1395.28,1169.17,1311.69,1241.64,1133.06,1269.55,0.28122,0.266163,0,0,1.59E-06,2.55E-06,0,0,0,0,1.06063,1.15173,1.24866,1.31803,1.25193,1.20499,6164,8844,6072,8869,1000,1473,414,621
2.02E+13,100,10,50,0,1286.98,0.124193,0.624079,0.434674,5170.49,33140,1303.7,1211.91,1430.9,1168.41,1521.86,1222.54,1280.44,1323.15,0.286562,0.271756,0,0,1.12E-06,2.59E-06,0,0,0,0,1.07186,1.13014,1.22633,1.31,1.11873,1.14832,7433,7307,7569,7467,1189,1167,475,533
2.02E+13,100,10,60,0,1326.24,0.129811,0.613698,0.454338,5044.44,32879,1361.66,1229.3,1421.49,1215.93,1442.79,1269.63,1137.82,1437.59,0.296064,0.276189,0,0,1.61E-06,3.09E-06,0,0,0,0,1.05897,1.13314,1.24535,1.30339,1.14493,1.22672,8968,5840,8896,5803,1438,910,630,394
2.02E+13,100,10,70,0,1784.37,0.151297,0.529104,0.529539,4146.33,31346,1788.63,1488.81,1999.68,1546.22,2032.99,1496.23,1599.78,1415.62,0.352236,0.309194,0,0,1.44E-06,3.11E-06,0,0,0,0,0.871274,1.07481,0.959821,1.27927,1.03437,1.14962,9902,4058,10026,4158,1611,639,671,281
2.02E+13,100,10,80,0,1429.78,0.133985,0.601608,0.468948,4962.37,32994,1426.29,1281.35,1514.73,1227.48,1590.17,1280.07,1271.43,1150.65,0.304702,0.282182,0,0,2.46E-06,2.84E-06,0,0,0,0,1.04017,1.11215,1.24514,1.25597,1.19759,1.1674,11805,2919,11969,2986,1901,413,813,188
2.02E+13,100,10,90,0,1540.57,0.139927,0.582684,0.489745,4799.42,32947,1501.42,1308.29,1634.16,1303.97,1623.81,1349.46,1351.53,1523.89,0.315002,0.286818,0,0,2.52E-06,2.34E-06,0,0,0,0,1.01852,1.09737,1.19033,1.29723,1.15155,1.1572,13296,1471,13363,1452,2112,250,905,98
2.02E+13,100,10,100,0,1599.77,0.141192,0.579231,0.494173,4699.3,32452,1518.34,0,1677.31,0,1693.41,0,1392.22,0,0.31742,0,0,0,2.88E-06,0,0,0,0,0,1.00943,0,1.21828,0,1.14688,0,14435,0,14784,0,2325,0,908,0
2hour sim + normal fleet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02307E+13,60,2,0,0,632.822,0.177811,0.0834305,0.622337,422.221,20243,0,633.989,0,621.362,0,629.409,0,565.274,0,0.189653,0,0,0,3.61E-06,0,0,0,0,0,1.26636,0,1.46371,0,1.29236,0,18979,0,646,0,421,0,197
2.02307E+13,60,2,10,0,666.729,0.184175,0.0776024,0.644612,396.257,20425,689.949,664.92,831.032,653.404,617.776,650.387,324.154,650.745,0.201413,0.195544,0,0,0,5.71E-07,0,0,0,0,1.25289,1.18295,1.44055,1.34971,0.98118,1.38154,1913,17267,62,572,49,349,13,200
2.02307E+13,60,2,20,0,661.677,0.182977,0.0750759,0.64042,383.844,20451,638.055,666.326,817.833,650.053,589.452,658.823,623.4,741.379,0.190287,0.195384,0,0,0,2.22E-06,0,0,0,0,1.18761,1.22257,1.13034,1.39423,1.3843,1.36191,3933,15322,144,453,73,333,40,153
2.02307E+13,60,2,30,0,703.265,0.188321,0.0820489,0.659123,419.906,20471,706.76,697.281,910.053,746.066,759.787,698.801,578.046,743.957,0.201475,0.200331,0,0,7.99E-07,1.55E-06,0,0,0,0,1.26521,1.26731,1.30944,1.42062,1.41195,1.39528,5731,13480,189,409,122,311,65,164
2.02307E+13,60,2,40,0,723.631,0.191043,0.0823643,0.66865,422.199,20504,741.447,708.831,895.694,661.381,892.817,685.979,707.454,718.586,0.206605,0.20229,0,0,1.26E-06,2.86E-06,0,0,0,0,1.21799,1.24845,1.30304,1.4404,1.30654,1.31965,7688,11512,265,430,153,243,97,116
2.02307E+13,60,2,50,0,765.291,0.196275,0.0793075,0.686964,401.891,20270,780.484,738.668,948.321,848.577,816.61,815.664,744.558,833.524,0.212267,0.205489,0,0,1.37E-06,9.06E-07,0,0,0,0,1.21452,1.25768,1.39122,1.48419,1.26458,1.28131,9585,9460,305,286,213,214,104,103
2.02307E+13,60,2,60,0,775.282,0.197287,0.0793067,0.690504,402.363,20294,790.028,748.1,858.062,696.736,883.981,797.8,722.314,750.155,0.213002,0.206634,0,0,7.49E-07,1.37E-06,0,0,0,0,1.20745,1.10413,1.42089,1.40495,1.25331,1.31015,11519,7502,385,261,266,140,137,84
2.02307E+13,60,2,70,0,830.997,0.206156,0.0770969,0.721546,395.892,20540,833.1,816.103,996.585,705.602,982.759,804.709,690.318,628.554,0.220077,0.218288,0,0,3.45E-07,0,0,0,0,0,1.26357,1.09612,1.32461,1.4299,1.21445,1.2904,13594,5693,446,181,291,110,151,74
2.02307E+13,60,2,80,0,1386.95,0.276971,0.067267,0.969397,337.697,20081,1420.1,1168.57,1756.93,1232.81,1702.27,1528.71,1401.23,1588.35,0.3024,0.266061,0,0,1.58E-06,6.16E-06,0,0,0,0,0.965604,1.11768,1.11783,1.41273,1.12735,1.21314,15188,3642,511,130,320,85,168,37
2.02307E+13,60,2,90,0,838.19,0.203057,0.0774721,0.710701,397.141,20505,834.412,786.34,1025.26,935.362,886.38,822.455,1055.5,433.792,0.217263,0.211954,0,0,1.55E-06,0,0,0,0,0,1.17718,1.28413,1.29967,1.28153,1.23391,1.05386,17260,1952,579,69,376,44,201,24
2.02307E+13,60,5,10,0,666.442,0.183988,0.0778599,0.643956,397.572,20425,698.686,663.712,813.581,669.355,585.612,644.006,318.308,621.37,0.202188,0.195237,0,0,0,2.40E-06,0,0,0,0,1.28655,1.18505,1.41427,1.3621,0.968933,1.37704,1913,17267,62,572,49,349,13,200
2.02307E+13,60,5,20,0,673.5,0.184476,0.0754423,0.645667,385.718,20451,648.729,678.586,813.069,657.978,602.822,681.97,608.5,747.752,0.191286,0.197128,0,0,0,3.10E-06,0,0,0,0,1.18381,1.22691,1.14612,1.40322,1.37261,1.37756,3933,15322,144,453,73,333,40,153
2.02307E+13,60,5,30,0,698.036,0.187332,0.0815296,0.655663,417.248,20471,691.753,694.472,922.455,743.604,788.336,716.36,671.615,746.86,0.199002,0.199881,0,0,7.99E-07,9.32E-07,0,0,0,0,1.22836,1.26094,1.34444,1.4088,1.40039,1.38977,5731,13480,189,409,122,311,65,164
2.02307E+13,60,5,40,0,698.714,0.187225,0.0817795,0.655288,419.202,20504,711.663,686.811,877.834,660.66,856.052,638.366,697.227,673.888,0.201739,0.19874,0,0,1.23E-06,1.59E-06,0,0,0,0,1.20424,1.25576,1.26254,1.43413,1.29534,1.2965,7688,11512,265,430,153,243,97,116
2.02307E+13,60,5,50,0,776.853,0.197425,0.0796651,0.690988,403.703,20270,793.132,748.6,961.393,870.759,846.178,813.238,760.913,846.806,0.213551,0.206651,0,0,1.41E-06,3.21E-06,0,0,0,0,1.2245,1.25646,1.40076,1.48359,1.27478,1.29675,9585,9460,305,286,213,214,104,103
2.02307E+13,60,5,60,0,957.505,0.219888,0.073974,0.769608,373.513,20197,996.489,877.316,1254.66,847.842,1193.88,1041.53,936.507,876.458,0.240659,0.225321,0,0,1.11E-06,3.58E-06,0,0,0,0,1.0925,1.09314,1.23994,1.36268,1.19979,1.30187,11473,7456,385,260,265,139,136,83
2.02307E+13,60,5,70,0,801.294,0.202302,0.0774711,0.708058,397.814,20540,800.692,789.281,1001.29,682.586,972.32,746.591,675.258,586.811,0.215839,0.214503,0,0,9.61E-07,1.90E-06,0,0,0,0,1.27969,1.09087,1.33218,1.43527,1.20891,1.28346,13594,5693,446,181,291,110,151,74
2.02307E+13,60,5,80,0,878.816,0.210202,0.079717,0.735707,407.772,20461,883.572,817.556,1064.36,768.672,1025.16,1065.6,917.86,934.216,0.226151,0.215906,0,0,1.19E-06,1.12E-06,0,0,0,0,1.21051,1.14923,1.39187,1.44332,1.27379,1.39196,15477,3709,521,137,324,85,171,37
2.02307E+13,60,5,90,0,864.52,0.206877,0.0776501,0.724069,398.054,20505,862.427,809.762,1033.9,908.029,934.045,771.818,1016.05,423.792,0.221398,0.215515,0,0,1.36E-06,2.26E-06,0,0,0,0,1.18396,1.27003,1.28522,1.32564,1.25459,1.05537,17260,1952,579,69,376,44,201,24
2.02307E+13,60,5,100,0,813.999,0.201674,0.0787436,0.705858,402.301,20436,808.071,0,924.671,0,917.493,0,816.244,0,0.215048,0,0,0,7.02E-07,0,0,0,0,0,1.14817,0,1.39849,0,1.33931,0,19165,0,620,0,430,0,221,0
2.02307E+13,60,10,0,0,632.822,0.177811,0.0834305,0.622337,422.221,20243,0,633.989,0,621.362,0,629.409,0,565.274,0,0.189653,0,0,0,3.61E-06,0,0,0,0,0,1.26636,0,1.46371,0,1.29236,0,18979,0,646,0,421,0,197
2.02307E+13,60,10,10,0,657.877,0.182506,0.0777816,0.63877,397.172,20425,676.188,656.649,793.806,647.012,636.122,638.387,294.538,640.69,0.1982,0.193926,0,0,3.89E-06,1.66E-06,0,0,0,0,1.24686,1.18371,1.396,1.35786,1.03423,1.3928,1913,17267,62,572,49,349,13,200
2.02307E+13,60,10,20,0,671.971,0.184506,0.0751419,0.645772,384.182,20451,645.148,677.844,867.361,653.406,596.164,653.456,615.425,735.765,0.19122,0.197185,0,0,1.33E-06,1.42E-06,0,0,0,0,1.162,1.23016,1.13724,1.39311,1.38353,1.3717,3933,15322,144,453,73,333,40,153
2.02307E+13,60,10,30,0,695.961,0.186842,0.0820195,0.653949,419.755,20471,696.424,690.516,918.683,725.912,762.934,711.9,609.569,750.14,0.199034,0.199124,0,0,7.90E-07,1.57E-06,0,0,0,0,1.23626,1.27295,1.3449,1.42058,1.39496,1.39135,5731,13480,189,409,122,311,65,164
2.02307E+13,60,10,40,0,702.06,0.187651,0.0824143,0.65678,422.456,20504,721.191,686.471,886.921,660.947,832.294,634.523,708.918,675.293,0.202975,0.198673,0,0,6.20E-07,1.57E-06,0,0,0,0,1.23248,1.26089,1.27801,1.43275,1.28611,1.31541,7688,11512,265,430,153,243,97,116
2.02307E+13,60,10,50,0,784.271,0.198873,0.0797846,0.696057,404.308,20270,801.922,754.903,935.574,866.755,857.723,821.93,821.385,894.379,0.215458,0.207823,0,0,9.10E-07,3.38E-06,0,0,0,0,1.22146,1.25756,1.39503,1.49204,1.30345,1.29156,9585,9460,305,286,213,214,104,103
2.02307E+13,60,10,60,0,723.463,0.190134,0.0800843,0.665469,406.308,20294,723.584,713.969,870.834,625.51,860.35,762.336,682.168,752.75,0.203522,0.201841,0,0,3.50E-07,1.34E-06,0,0,0,0,1.21612,1.10981,1.43922,1.42032,1.27403,1.32317,11519,7502,385,261,266,140,137,84
2.02307E+13,60,10,70,0,858.641,0.209327,0.0768956,0.732643,394.878,20541,870.538,825.079,992.159,693.685,1041.3,756.236,685.132,641.838,0.22462,0.218878,0,0,3.41E-07,3.97E-06,0,0,0,0,1.26017,1.09337,1.32527,1.388,1.2401,1.27012,13595,5693,446,181,291,110,151,74
2.02307E+13,60,10,80,0,875.923,0.209945,0.0798525,0.734807,408.465,20461,881.096,814.823,1051.32,725.394,1034.33,1069.06,919.637,891.405,0.22587,0.215662,0,0,3.01E-07,0,0,0,0,0,1.21507,1.18766,1.39867,1.42174,1.25354,1.34412,15477,3709,521,137,324,85,171,37
2.02307E+13,60,10,90,0,835.813,0.202575,0.0778822,0.709012,399.244,20505,833.627,786.903,989.48,948.928,875.832,853.682,989.97,402.5,0.216734,0.211561,0,0,7.94E-07,2.12E-06,0,0,0,0,1.18522,1.26452,1.30433,1.30819,1.24543,1.04845,17260,1952,579,69,376,44,201,24
2.02307E+13,60,10,100,0,858.403,0.206946,0.0787826,0.724313,402.5,20436,854.918,0,910.124,0,903.828,0,927.131,0,0.220671,0,0,0,6.81E-07,0,0,0,0,0,1.15152,0,1.40798,0,1.31507,0,19165,0,620,0,430,0,221,0
2.02307E+13,60,0,0,0,632.822,0.177811,0.0834305,0.622337,422.221,20243,0,633.989,0,621.362,0,629.409,0,565.274,0,0.189653,0,0,0,3.61E-06,0,0,0,0,0,1.26636,0,1.46371,0,1.29236,0,18979,0,646,0,421,0,197
2.02307E+13,60,0,0,0,385.17,0.14183,0.0837356,0.496407,420.102,20068,0,384.965,0,392.218,0,388.545,0,374.713,0,0.151252,0,0,0,1.82E-06,0,0,0,0,0,1.27804,0,1.45584,0,1.3218,0,18818,0,637,0,418,0,195
change of cost function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.02307E+13,60,10,10,0,391.332,0.143672,0.0792072,0.502852,401.422,20272,413.723,389.219,451.267,383.712,413.816,381.422,237.077,384.574,0.154775,0.15275,0,0,0,3.39E-06,0,0,0,0,1.27515,1.22243,1.37164,1.3881,1.019,1.40998,1902,17140,60,565,49,346,13,197
2.02307E+13,60,10,20,0,393.065,0.143134,0.0763695,0.50097,387.785,20311,408.105,389.252,441.333,385.486,369.338,377.638,453.95,392.113,0.150673,0.152406,0,0,1.37E-06,8.46E-07,0,0,0,0,1.18372,1.24759,1.14237,1.40277,1.37513,1.41312,3921,15199,144,451,71,334,40,151
